SHRP_ID,IRI_SCORE,FWD_SCORE,RHI,ROAD_CONDITION
C310,57.18046,,57.18046188354492,Fair
C320,43.7813,,43.78129959106445,Poor
C321,43.04835,,43.0483512878418,Poor
C330,47.846783,,47.84678268432617,Poor
C340,62.14677,,62.14677047729492,Fair
C350,47.753567,,47.75356674194336,Poor
C351,69.25403,,69.2540283203125,Fair
C410,19.930004,,19.930004119873047,Poor
C430,23.19784,,23.197839736938477,Poor
D310,53.3868,,53.38679885864258,Fair
D320,29.432888,,29.43288803100586,Poor
D330,45.88481,,45.88481140136719,Poor
D340,45.66259,,45.66259002685547,Poor
D350,44.30721,,44.30720901489258,Poor
